kode_existing;nama_toko;brand_kompetitor;alamat;lat;lng;sumber_data;catatan
R23932;TOKO FARHAN;TKO;JL BANJIR KANAL;-6.164834;106.7993;;
R23972;SDN TD UTARA 01;TKO;JL TANJUNG DUREN RAYA;-6.172252;106.7851;;
R23975;KANTIN SDN TD UTARA 02;KTS;JL TANJUNG DUREN;-6.172321;106.7851;;
R24381;TOKO IBU IDA;TKO;JL 23 DALAM GROGOL;-6.16534;106.7993;;
R24385;TOKO SUBUR JAYA;TKO;JL BANJIR KANAL;-6.165087;106.799;;
R24389;TOKO SYAIFUL;TKO;JL BANJIR KANAL;-6.164729;106.7987;;
R24392;TOKO TRI;TKO;JL BANJIR KANAL;-6.164607;106.7987;;
R24395;TOKO BU ATUN;TKO;JL BANJIR KANAL;-6.163334;106.7979;;
R24398;TOKO LENI BUGIS;TKO;JL BANJIR KANAL;-6.163937;106.7985;;
R24455;TOKO YOGI;TKO;JL BANJIR KANAL;-6.163645;106.7982;;
R24469;TOKO FREYA;TKO;JL BANJIR KANAL;-6.163574;106.7983;;
R24473;TOKO BUNDA EKA;TKO;JL RAWA BAHAGIA BANJIR KANAL;-6.163037;106.7981;;
R24477;TOKO MADURA ROHIM;TKO;JL RAWA BAHAGIA BANJIR KANAL;-6.162912;106.798;;
R24485;TOKO RIWA;TKO;JL RAWA BAHAGIA BANJIR KANAL;-6.162343;106.7979;;
R24760;TK HERLINA;TKO;JL RAWA KEPA;-6.169507;106.8014;;
R24830;TOKO NURIL MADURA;TKO;JL TANJUNG DUREN BARAT 1 NO 9;-6.1739;106.7826;;
R25384;TOKO ALI;TKO;JL PANGERAN TUBAGUS ANGKE;-6.157235;106.7685;;
R25763;TOKO PAK UDIN;TKO;JL RAHAYU;-6.165872;106.7852;;
R25885;TOKO AGUS;TKO;JL BAHAGIA RAYA;-6.178605;106.7842;;
R26054;TK LALA JUNA;TKO;JL TOMANG;-6.169202;106.8013;;
R26118;TOKO UTOMO;TKO;JLN TANJUNG DUREN TIMUR;-6.175086;106.7867;;
R26269;TOKO SULI 4;TKO;JL JELAMBAR MADYA UTARA;-6.155431;106.7807;;
R26299;TOKO RIZKI MADURA;TKO;JLN KARYA BARAT 1;-6.1613;106.7751;;
R26499;WARUNG IBU RENI;TKO;JL.RUKO CENTRA NO 50 DEPAN TUNAS TOYOTA;-6.153477;106.7936;;
R26801;TOKO ZAINUL;TKO;JL RAWA BAHAGIA RAYA;-6.162153;106.7976;;
R26803;TOKO PUTRI;TKO;JL RAWA BAHAGIA;-6.162086;106.7975;;
R27221;TOKO LILIS MAHKOTA;TKO;JL RAWA BAHAGIA;-6.164358;106.7982;;
R27912;ALTA BAKERY;TKO;JL TANJUNG DUREN;-6.171421;106.7815;;
R28329;KANTIN SMP TUNAS HARAPAN;KTS;JL KOMPLEK BNI WIJAYA KUSUMA KEC GROGOL PETAMBURA;-6.155163;106.7723;;
R28400;AZIZA FOTOCOPY;TKO;JL PROF LATUMENTEN 3 GROGOL PETAMBURAN;-6.160582;106.7883;;
R28510;SEMBAKO ROSI;TKO;JL EMPANG BAHAGIA 2;-6.157822;106.788;;
R28600;KANTIN IBU NUR SD 08 JELAMBAR;KTS;JL HADIAH 11 13 JELAMBAR;-6.162367;106.7846;;
R29118;BANG JACKY;TKO;JL HEMAT DEKAT SD 08 JELAMBAR;-6.155943;106.7881;;
R29127;KANTIN SDN TD 05;KTS;JL TANJUNG DUREN SELATAN;-6.181196;106.7856;;
R29130;KANTIN SMK AA PUSAT;KTS;JL TANJUNG DUREN KEL GROGOL PETAMBURAN;-6.181556;106.7854;;
R29160;ALFARIZI 1;TKO;JL SETIA JAYA RAYA PETAMBURAN;-6.148343;106.7881;;
R29194;KANTIN NAHLA;KTS;JL RATU ALAMANDA SDN DURI KEPA;-6.163739;106.7692;;
R29205;TOKO BU ATUN;TKO;J TANJUNG DUREN UTARA;-6.177785;106.7821;;
R29262;BAROKAH 1 (TOMANG);TKO;JL TOMANG TINGGI 15;-6.171338;106.7962;;
R29273;KANTIN MAMA ZAKI;KTS;SMP YP BDN JL MERPATI GROGOL;-6.15661;106.7755;;
R29412;KANTIN SMA YADIKA 02;KTS;JL TANJUNG DUREN DEKAT SMP 89;-6.17832;106.7816;;
R29499;TOKO MAMA OCA;TKO;JL SUSILO 1 MUHAMADIYAH DEKAT MUWARDI;-6.163129;106.7934;;
R29592;KLIK FROZEN;TKO;JL MUWARDI;-6.162859;106.7973;;
R29661;KANTIN WIWAY;KTS;SDN TANJUNG DUREN UTARA 02 JL TANJUNG DUREN UTARA;-6.172853;106.7838;;
R29804;WARUNG ARKA;TKO;JL RAWA BAHAGIA MUWARDI;-6.164372;106.7983;;
R29844;SMK AA CABANG;TKO;JL TANJUNG DUREN;-6.18255;106.7898;;
R30203;TOTO BARU 2;TKO;JL TAWAKAL 4 TOMANG;-6.168443;106.7953;;
R30391;NURULIS;TKO;JL SATRIA 11;-6.163771;106.7882;;
R30435;MADURA SATRIA;TKO;JL SATRIA LATUMENTEN;-6.165145;106.7871;;
R30522;AINUR ROPIK;TKO;JL TOMANG RAWA KEPA;-6.171555;106.8028;;
R30528;WARUNG HEXAGON;TKO;JL TOMANG JATIPULO;-6.163195;106.7743;;
R30535;PAK UJANG;TKO;JL MANDALA UTARA RAYA;-6.172164;106.7982;;
R30871;WR JELAMBAR;TKO;JL JELAMBAR;-6.153388;106.7813;;
R31202;KANTIN BU ANA SMPN 286 JAKARTA;KTS;JL RAWA KEPA;-6.172685;106.8023;;
R31396;NUR CAHAYA NUR IQBAL;TKO;JL SWADAYA JELAMBAR;-6.160683;106.7767;;
R31592;TOKO EMPANG BAHAGIA;TKO;JL EMPANG BAHAGIA GG 1V;-6.159026;106.7897;;
R31629;WARUNG ZAMZAM;TKO;JL JELAMBAR BARU 3;-6.153368;106.7884;;
R31697;CHELSIA 1;TKO;JL RASA SAYANG;-6.161012;106.7726;;
R31878;MUH HAZAIM MADURA;TKO;JL MANDALA UTARA TOMANG;-6.171057;106.7992;;
R32016;GO MART;TKO;UNTAR RESIDENCE;-6.169208;106.7859;;
R32020;TOKO PAK GUN2;TKO;JL KEDOYA PESING;-6.16018;106.7675;;
R32275;PERTI MART;TKO;JL TAWAKAL RAYA NO 59 TOMANG;-6.169839;106.7945;;
R32396;MILA PUTRA 6;TKO;JL MUWARDI;-6.164295;106.7911;;
R32524;TOKO DANI;TKO;JL JELAMBAR;-6.159872;106.7786;;
R32852;ZAINI MAKMUR;TKO;JL WIJAYA 2;-6.14939;106.7751;;
R32956;WARUNG MANDALA WANGI;TKO;JL MANDALA WANGI;-6.15114;106.7771;;
R32958;SEMBAKO MUTIARA;TKO;JL PASAR PISANG;-6.162779;106.7974;;
R32982;TOKO PRIYA;TKO;JL WIJAYA;-6.152625;106.7803;;
R33817;JUMAR;TKO;PULL MURNI JAYA JL TOMANG;-6.16627;106.7922;;
R33845;TOKO ANDI;TKO;JL JELAMBAR;-6.159895;106.7786;;
R34341;TOKO KJF (KULON JAYA FOOD);TKO;JL PASAR INPRES;-6.160171;106.7788;;
R34491;BAROKAH 4;TKO;JL TOMANG ASLI;-6.171855;106.7958;;
R34730;SIMPATI PLASTIK;TKO;JL JELAMBAR;-6.153428;106.7811;;
R35033;ICE CREAM MINISTRY;TKO;JL RAWA KEPA;-6.171284;106.801;;
R35136;IROS;TKO;JL JELAMBAR BARU VI;-6.155943;106.7881;;
R35195;TOKO NABIL 2;TKO;TANJUNG DUREN UTARA, DEPAN HALTE JELAMBAR;-6.166732;106.7863;;
R35247;TOKO ALIE SANTOSO;TKO;KOMPLEK RUKO BAHAN BANGUNAN BLOK H NO 23;-6.155483;106.7685;;
R35253;JAYA BHAKTI NEGERI;TKO;JL H SABA;-6.163193;106.7743;;
R35256;TOKO SAKUR JAYA;TKO;JL KEBON KOSONG V NO 137 RT007 RW001;-6.16085;106.7762;;
R5263;TOKO WINDA/AYONG;TKO;//JL. MUWARDI 18-10, RT.7/RW.2, GROGOL, KEC. GROGOL PETAMBUR;-6.16216;106.7973;;
R5428;TOKO ALFADURO DOA IBU (MISYATI);TKO;JL. PERDANA NO.10, RT.1/RW.1, WIJAYA KUSUMA;-6.152391;106.7743;;
R5429;TOKO NABILA;TKO;JL. WIJAYA KUSUMA 14, RT.2/RW.4;-6.159656;106.7885;;
R6188;WARUNG ANDI BAROKAH;TKO;JL KARYA BARAT 3 DEPAN SDN WIJAYA KUSUMA 05/07;-6.160549;106.7757;;
R6279;AHS RYAN BERKAH JAYA;TKO;//JL SETIA JAYA RT 9 RW 8;-6.147851;106.7904;;
R6394;ALFADURO INDOSIAR;TKO;//JL RAYA DAAN MOGOT;-6.164448;106.7777;;
R6455;TITIPAN ILAHI;TKO;PS KEBUN PISANG (CANVAS);-6.155399;106.7801;;
R6510;WR EFENDI;TKO;JL TOMANG;-6.168257;106.7936;;
R6539;AL HUDA 1;TKO;JL KEBON PISANG;-6.155032;106.7798;;
R6595;WR AMANAH;TKO;JL ALPUKAT 2;-6.170191;106.7871;;
R6709;TOKO LUWES;TKO;JL PENERANGAN;-6.153056;106.7811;;
R6749;WR AGUSTINE2;TKO;JL DR MAKALIWE;-6.161748;106.7915;;
R6762;RB TOTI;TKO;JAKARTA BARAT;-6.166377;106.7816;;
R70436;ZAKI SATRIA;TKO;JL SATRIA LATUMENTEN;-6.16346;106.7872;;
R7919;TOKO VIA;TKO;JL MAKALIWE RT07/04 NO7;-6.162561;106.7905;;
R8191;WARUNG HERI;TKO;JL JELAMBAR TIMUR;-6.169426;106.7815;;
R8202;JUS FAI;TKO;JL TANJUNG DURE;-6.171367;106.7815;;
RR11104;TOKO INDAH;TKO;JL JELAMBAR;-6.153428;106.7811;;
RR12183;RUDI;TKO;JL JELAMBAR;-6.166478;106.7876;;
RR12786;WARNO 3;TKO;JL JELAMBAR;-6.171344;106.7815;;
RR13148;NGOMAH BAROKAH;TKO;JL JELAMBAR;-6.159841;106.7786;;
RR13200;RUDI;TKO;JL JELAMBAR;-6.159765;106.7786;;
RR13397;YATI KOSMETIK;TKO;JL JELAMBAR;-6.159859;106.7786;;
RR14370;WR ANGGUN;TKO;JELAMBAR;-6.166461;106.7875;;
RR14400;DURIAN JELAMBAR;TKO;JELAMBAR;-6.166474;106.7875;;
RR16443;CLIMA;TKO;JL JELAMBAR;-6.160632;106.7788;;
RR16445;SUMBAR;TKO;JL JELAMBAR;-6.160652;106.7789;;
RR16465;WARUNG ALMET;TKO;JELAMBAR;-6.166464;106.7875;;
RR16636;WR PEMALANG;TKO;JL JELAMBAR;-6.153605;106.781;;
RR16741;DINA MDR;TKO;JL JELAMBAR;-6.152147;106.7814;;
RR16743;DUMAY;TKO;JL JELAMBAR;-6.153609;106.781;;
RR16754;BASMALAH;TKO;JELAMBAR;-6.16646;106.7875;;
RR23350;FAISAL MADURA 1;TKO;JL JELAMBAR;-6.164353;106.7913;;
RR23482;AL BAROKAH;TKO;JL TANJUNG DUREN;-6.163195;106.7743;;
RR23483;SEMBAKO KANZA;TKO;JL TANJUNG DUREN;-6.17143;106.7815;;
RR25107;IBU NURI;TKO;JL JELAMBAR;-6.160643;106.779;;
RR25805;MAMA ECA;TKO;JL JELAMBAR;-6.155785;106.7798;;
RR26294;NASIR;TKO;JL TANJUNG DUREN;-6.162756;106.7973;;
RR26558;WR JAER;TKO;JL JELAMBAR;-6.155656;106.7799;;
RR26568;ARUM;TKO;JELAMBAR;-6.166438;106.7875;;
RR27196;THAI TEA;TKO;JL TANJUNG DUREN;-6.171486;106.7816;;
RR5052;ARIR;TKO;JL TANJUNG DUREN;-6.161092;106.7761;;
RR5127;TOKO AWI;TKO;JL TOMANG JATI PULO;-6.168969;106.8009;;
RR5270;LEGIMIN;TKO;JL TANJUNG DUREN;-6.171387;106.7815;;
RR5352;GOGO;TKO;JL TANJUNG DUREN;-6.162776;106.7973;;
RR5845;VANESA GAHARU JELAMBAR;TKO;JELAMBAR;-6.166465;106.7875;;
RR6364;TOKO ADE;TKO;JL JELAMBAR;-6.159864;106.7786;;
RR6745;MULIA PUTRA;TKO;JL MUWARDI;-6.165996;106.7912;;
RR6857;MITRA JAYA;TKO;JL TJ DREN;-6.163275;106.7972;;
RR6924;WARNO;TKO;JL JELAMBAR;-6.155333;106.7801;;
RR6961;ASEN BAKSO;TKO;JL TAJUNG DUREN;-6.163307;106.7972;;
RR7567;MILA PUTRA 2;TKO;JL MUWARDI;-6.166007;106.7912;;
RR8248;ALAY;TKO;JL TANJUNG DUREN;-6.163068;106.7974;;
RR8329;WR UDUK;TKO;JL JELAMBAR;-6.164349;106.7913;;
RR8606;WR PTR TASIK;TKO;JL MUWARDI;-6.16635;106.7901;;
RR9903;YENI;TKO;JL JELAMBAR;-6.153388;106.7813;;
32894;TK ZULAIKHA STORE;TKO;JL RAYA CILINCING;-6.179159;106.8053;;
33131;TK SEMBAKO NUR BAROKAH;TKO;JL KEMANGGISAN PULO;-6.199416;106.7912;;
R12162;WARUNG ABAH;TKO;JL. KEMANGGISAN RAYA (SAMPING PEGADAIAN);-6.195629;106.7822;;
R12323;TOKO RIZKI FAJAR;TKO;JAKARTA BARAT;-6.185721;106.8014;;
R13030;TOKO ABI;TKO;PALMERAH;-6.191442;106.8012;;
R13034;TOKO EFENDI;TKO;SLIPI;-6.192981;106.7992;;
R13038;TOKO AZKIAH;TKO;SLIPI;-6.192247;106.7987;;
R13042;TOKO SHEILA;TKO;SLIPI;-6.19269;106.7923;;
R13046;WARUNG JAWA;TKO;KEMANGGISAN PULO;-6.198657;106.7924;;
R13048;SEMBAKO KHANZA;TKO;KEMANGGISAN PULO;-6.199911;106.7911;;
R13050;TOKO MIA;TKO;KEMANGGISAN;-6.202554;106.7882;;
R13054;TOKO RONI;TKO;KEMANGGISAN;-6.20541;106.7891;;
R13253;SEMBAKO EZI;TKO;KOTA BAMBU;-6.185367;106.8035;;
R13256;TOKO LIYA 1;TKO;KOTA BAMBU;-6.185548;106.8048;;
R13260;TOKO ESYKUL;TKO;KOTA BAMBU;-6.184985;106.8055;;
R13268;TOKO ARI;TKO;KOTA BAMBU;-6.183185;106.8055;;
R14074;TOKO KENARI;TKO;JL KH SYAHDAN NO 37;-6.199943;106.784;;
R18306;TOKO TERUSAN JAYA 2;TKO;JL HAJI TAISIR KEMANGGISAN;-6.199472;106.7878;;
R19991;WARUNG JAYA (I);TKO;JL KYAI HAJI TAISIR;-6.200826;106.7875;;
R20487;TK YOGI (I);TKO;JL KHAI SYADAN;-6.200857;106.788;;
R20489;TK ABU (I);TKO;JL KH MUDHAM;-6.194819;106.7896;;
R20491;TK INA (I);TKO;JL KEMANGGISAN PALMERAH;-6.197109;106.7894;;
R20498;TK SEMBAKO MEGA;TKO;KEMANGGISAN PULO;-6.200585;106.7861;;
R21531;TK ZAENUDIN;TKO;JL KOTA BAMBU;-6.185373;106.8021;;
R21710;TK INANG;TKO;JL WULUH V;-6.180622;106.8014;;
R21719;TK AMIN;TKO;JL KOTA BAMBU UTARA;-6.183621;106.8041;;
R21723;TK HIKMAH JAYA;TKO;JL KOTA BAMBU RAYA;-6.184744;106.8029;;
R21751;TK USUM;TKO;RW 06 JATI PULO;-6.179768;106.8065;;
R21755;TK INDAH;TKO;JL JATI PULO;-6.17791;106.8051;;
R21766;TK HJ MURNI;TKO;JL TOMANG GANG PULO;-6.177471;106.8066;;
R21783;TK PATOHARI;TKO;JL INSPEKSI BANJIR KANAL;-6.17711;106.8076;;
R21789;TK CHA CHA;TKO;JALAN PALMERAH BARAT 2 GANG BATAL;-6.205089;106.7884;;
R21790;TK MDR MBAHRIN;TKO;JL INSPEKSI BANJIR KANAL;-6.1762;106.8071;;
R21816;TK ROSI;TKO;JL KOTA BAMBU UTARA 1;-6.181699;106.8081;;
R21828;TK YOSI;TKO;JL SEMANGKA 3;-6.18144;106.8089;;
R21833;WR BU ELIS;TKO;JL SEMANGKA 3;-6.181414;106.8086;;
R21840;TK INAYA;TKO;JL KOTA BAMBU UTARA;-6.182281;106.8083;;
R21892;TK LELI;TKO;JL SEMANGKA 2;-6.180565;106.8081;;
R21902;TK KHUSNUL;TKO;JL SEMANGKA;-6.18062;106.8087;;
R21907;TK DEWI CAHAYA;TKO;JL SEMANGKA 2;-6.178841;106.8069;;
R21913;TK DEWI CAHAYA 2;TKO;JL BUNI;-6.179159;106.8053;;
R21920;TK EZEKIEL;TKO;JL KOTA BAMBU SEL;-6.187041;106.8063;;
R21934;TK ABI;TKO;JL KOTA BAMBU UTARA;-6.185782;106.8086;;
R21969;WR DEWI;TKO;JL KOTA BAMBU UTARA;-6.184933;106.8086;;
R22186;TK SELLA;TKO;JL ANGGREK ROSLIANA;-6.191152;106.7952;;
R22227;TK ADI;TKO;JL INSPEKSI BANJIR KANAL;-6.181981;106.8098;;
R22234;TK SEMBAKO 01;TKO;JL INSPEKSI KANAL BANJIR;-6.179776;106.8094;;
R22244;TK MDR 05;TKO;JL INSPEKSI KANAL BANJIR;-6.176987;106.8077;;
R22291;WR RIZKY 2;TKO;JL SEMANGKA;-6.180702;106.8092;;
R22322;TK TUTIEK BAROKAH;TKO;JL WULUH IV;-6.182112;106.8014;;
R22331;TK LASTRI;TKO;JL SEMANGKA;-6.178627;106.8065;;
R22361;TK NABILA BAROKAH;TKO;JL SLIPI GANG 4;-6.194049;106.799;;
R22369;TK SARIP;TKO;JL SLIPI;-6.197223;106.8008;;
R22372;TK H MARJUKI;TKO;JL AIPDA KS TUBUN;-6.195377;106.8025;;
R22384;TK CAHAYA JAYA;TKO;JL KOTA BAMBU SELATAN;-6.183557;106.8083;;
R22404;TK TAWAL;TKO;JL KOTA BAMBU UTARA;-6.184747;106.8056;;
R22406;TK LIYA01;TKO;JL KOTA BAMBU SELATAN;-6.185604;106.8048;;
R22410;TK FIRGI;TKO;JL KUNING;-6.18722;106.8021;;
R22413;TK HIKMAH;TKO;JL KUNING;-6.186856;106.8021;;
R22416;TK MUBAROK;TKO;JL KOTA BAMBU SELATAN;-6.18747;106.8015;;
R22452;TK SUGESTI;TKO;JL KOTA BAMBU UTARA;-6.184474;106.8085;;
R22470;TK NABILA 1;TKO;JL INSPEKSI KANAL BANJIR;-6.183337;106.8099;;
R22497;TK ARDI;TKO;JL KS TUBUN;-6.187995;106.807;;
R22499;TK RIKO;TKO;JL KOTA BAMBU SELATAN;-6.183796;106.8052;;
R22517;TK IRIN;TKO;JL ORI;-6.186515;106.8045;;
R22521;TK LATIFA;TKO;JL ORI;-6.186492;106.8046;;
R22525;TK MARWAH 1;TKO;JL SEMANGKA 2;-6.180549;106.8083;;
R22557;TK ALMIRA;TKO;JL KOTA BAMBU SELATAN 7;-6.187132;106.8064;;
R22609;WR AQILA;TKO;JL PELITA JATIPULO;-6.175086;106.8063;;
R22623;TK QOLBI;TKO;JL PELITA;-6.175689;106.8068;;
R22625;TK AGAM;TKO;JL PELITA;-6.178438;106.8086;;
R22699;TK EDO;TKO;JL KOTA BAMBU SELATAN VII;-6.187586;106.8069;;
R22718;TK HERMAN;TKO;JL KOTA BAMBU UTARA;-6.184308;106.8056;;
R22753;TK AZKIAH;TKO;JL SLIPI 4;-6.192277;106.7985;;
R22763;TK RITA;TKO;JL SEMANGKA 3;-6.18054;106.809;;
R23083;TK LEVI;TKO;JL ANGGREK ROSLIANA;-6.194148;106.7934;;
R23097;TK ASNA;TKO;JL INSPEKSI KANAL;-6.179915;106.8096;;
R23105;TK AMRIL;TKO;JL MELATI PUTIH;-6.192262;106.792;;
R23147;TK BIMO;TKO;JL INSPEKSI KANAL;-6.183448;106.8098;;
R23185;TK SARI;TKO;JL KOTA BAMBU UTARA 1;-6.184224;106.8085;;
R23188;TK MUSTOFA;TKO;JL KS TUBUN I;-6.188098;106.8081;;
R23261;TK WATI;TKO;JL KOTA BAMBU SELATAN III;-6.184663;106.8012;;
R23271;TK HASNAH;TKO;JL ANGGREK GARUDA;-6.191798;106.7955;;
R23282;TK MDR ARUNA;TKO;JL KOTA BAMBU SELATAN;-6.187043;106.8062;;
R23298;TK RIDWAN;TKO;JL PETAMBURAN;-6.191442;106.8012;;
R23339;TK YANTI;TKO;JL KAMBOJA;-6.18447;106.8032;;
R23418;TK NAYLA;TKO;JL SEMANGKA 2;-6.180213;106.8082;;
R23450;TK IIN;TKO;JL PETAMBURAN;-6.193836;106.8016;;
R23958;TK RINJANI;TKO;JL KEMANGGISAN ILIR IV;-6.193368;106.7871;;
R24057;TK JEFRI IV;TKO;JL ANGGREK CENDRAWASIH;-6.198207;106.7964;;
R24151;TK RIZIQ 4;TKO;JL PALMERAH BARAT;-6.203503;106.7875;;
R24160;TOKO JAYA ABADI;TKO;JL MABES TNI PALMERAH;-6.199621;106.7943;;
R24161;TK JAROT;TKO;JL KIWAL;-6.19882;106.7927;;
R24306;TK JEFRI 3;TKO;JL ANGGREK GARUDA;-6.195914;106.7955;;
R24441;TOKO MELATI JAYA;TKO;JL KEMANGGISAN RAYA KEBON JERUK;-6.188759;106.7902;;
R24468;TOKO ARINA;TKO;JL KEMANGGISAN PULO PALMERAH;-6.205122;106.7883;;
R24480;TOKO CAHAYA;TKO;JL KEMANGGISAN PULO PAKMERAH;-6.202761;106.7897;;
R24493;TOKO JAGO CENDIKIA;TKO;JL KEMANGGISAN PULO PALMERAH;-6.203974;106.7917;;
R24543;TK ABIEL MDR;TKO;JL KYAI H SYAHDAN;-6.200521;106.7868;;
R24584;TK ARTAMORA;TKO;JL BUDI RAYA;-6.190441;106.7824;;
R24598;TOKO IBU YUMNA;TKO;JL KEMANGGISAN PULO PALMERAH;-6.205159;106.7899;;
R24606;TOKO PA ROMLI;TKO;JL KEMANGGISAN PULO PALMERAH;-6.205239;106.7915;;
R24676;TOKO ALIMIN;TKO;JL SUKABUMI UTARA KEBON JERUK;-6.195629;106.7822;;
R24697;TOKO SEMBAKO FEBRI;TKO;JL KEMANGGISAN ILIR;-6.197739;106.7832;;
R24701;TOKO FENGKY;TKO;JL KEMANGGISAN ILIR;-6.19936;106.7877;;
R24709;WR SUHADA;TKO;JL KEMANGGISAN ILIR PLMERAH;-6.20057;106.7865;;
R24711;TOKO EDI 2;TKO;KEMANGGISAN PULO;-6.200585;106.7861;;
R24724;TOKO BERKAH PALMERAH;TKO;JL.KEMANGGUSAN PULO PALMERAH;-6.197999;106.7903;;
R24818;TOKO UFAIROH;TKO;JL H TAISIR PALMERAH;-6.200924;106.7871;;
R24829;TOKO DUA SAUDARA;TKO;JL KEMANGGISAN PULO;-6.202346;106.7897;;
R24833;TOKO AZAHRA;TKO;JL KEMANGGISAN PULO;-6.203181;106.7897;;
R24909;TOKO RESTU IBU;TKO;JL KOTA BAMBU UTARA;-6.185056;106.8073;;
R24916;TOKO LELY;TKO;JL KOTA BAMBU UTARA;-6.180625;106.8081;;
R24917;TOKO MARWAN;TKO;JL KOTA BAMBU UTARA;-6.180613;106.8082;;
R24926;TOKO YASMIN;TKO;JL KOTA BAMBU UTARA;-6.182381;106.807;;
R24941;TOKO MADURA;TKO;JL KOTA BAMBU UTARA;-6.186466;106.8048;;
R24978;TK BERKAH JAYA;TKO;JL KOTA BAMBU UTARA;-6.188035;106.808;;
R25055;TOKO KENARI RAWA BELONG;TKO;JL RAWA BELONG KEMANGGISAN;-6.199929;106.7839;;
R25056;TOKO BAROKAH 08;TKO;JL RAYA KEBON JERUK 11 RT02 RW09;-6.198786;106.78;;
R25057;KANTIN BINUS;KTS;JL RAWA BELONG KEMANGGISAN;-6.199825;106.784;;
R25082;TOKO KURNIA JAYA;TKO;JL KEBON JERUK RAYA NO8 RT3 RW 9;-6.199063;106.7797;;
R25111;RAFA CELL;TKO;JLN KS TUBUN;-6.192073;106.8019;;
R25141;TOKO MADURA ANSORI;TKO;JL KS TUBUN PALMERAH;-6.188906;106.808;;
R25226;TOKO UPI DAN IPIN;TKO;JL KEMANGGISAN PULO PALMERAH;-6.203878;106.7844;;
R25232;TOKO RAHMAT;TKO;JL PALMERAH BARAT;-6.202001;106.7841;;
R25902;WARUNG BU SRI;TKO;JL BUDI RAYA NO77;-6.189362;106.7833;;
R26020;WR DENI;TKO;JL KEMANGGISAN;-6.186563;106.8055;;
R26141;TOKO MADURA 3;TKO;JL KOTA BAMBU UTARA;-6.184141;106.8011;;
R26144;APOTIK FLAMBOYAN;TKO;JL KOTA BAMBU UTARA;-6.184158;106.801;;
R26156;TOKO PUTRA SLIPI;TKO;JL KS TUBUN SLIPI;-6.193836;106.8016;;
R26177;TOKO MADURA ASGAR;TKO;JL RAWA BELONG PALMERAH;-6.202182;106.7846;;
R26181;TOKO BAROKAH;TKO;JL RAWA BELONG PALMERAH;-6.193368;106.7871;;
R26239;TOKO BENI;TKO;JL KOTA BAMBU UTARA;-6.182324;106.807;;
R26247;TOKO HARAPAN JAYA;TKO;JL RS HARAPAN KITA;-6.185655;106.799;;
R26282;TOKO HJ AGUS;TKO;JL BUDI 1;-6.188127;106.7827;;
R26345;TK AZKA;TKO;JL PETAMBURAN;-6.19747;106.7841;;
R26363;TOKO AGUS AMIN;TKO;JL KEMANGGISAN ILIR;-6.194756;106.7867;;
R26368;BIAH FROZEN FOOD;TKO;JL KEMANGGISAN ILIR PALMERAH;-6.193587;106.7857;;
R26373;TOKO HAMID 01;TKO;JL KEMANGGISAN ILIR;-6.196207;106.7839;;
R26424;KANTIN SD 17 PALMERAH;KTS;JL KEMANGGISAN PULO;-6.204029;106.7845;;
R26427;TOKO JULIA RAHMA;TKO;JL KEMANGGISAN PULO;-6.202;106.7841;;
R26432;TOMO SUKMAJAYA;TKO;JL KEMANGGISAN RAWA BELONG;-6.203503;106.7875;;
R26471;TOKO FADIL;TKO;JL KEMANGGISAN PULO;-6.205039;106.7899;;
R26546;FROZEN MUBAROK;TKO;JL KS TUBUN PALMERAH;-6.19518;106.8009;;
R26554;TOKO LENI;TKO;JL KS TUBUN PALMERAH;-6.195832;106.8007;;
R26556;TOKO LENI 2;TKO;JL KS TUBUN PALMERAH;-6.195855;106.8007;;
R26564;TOKO ABU PALMERAH;TKO;JL KS TUBUN PALMERAH;-6.197527;106.801;;
R26567;TK MDR AGUNG;TKO;JL KOTA BAMBU SEL;-6.18897;106.8017;;
R26594;TOKO IYAN;TKO;JL KS TUBUN PALMERAH;-6.197518;106.8009;;
R26621;TOKO ANNA;TKO;JL KEMANGGISAN ILIR PALMERAH;-6.188133;106.7939;;
R26693;TOKO KOPDA;TKO;JL KEMANGGISAN RAYA;-6.202019;106.7866;;
R26734;TOKO AGEN MINUMAN AGUS;TKO;JL KEMANGGISAN RAYA;-6.188176;106.7827;;
R26737;KANTIN SEKOLAH FRESCOOL;KTS;JL KEMANGGISAN RAYA PALMERAH;-6.188165;106.7818;;
R26749;WR MADURA IMAM;TKO;JL KEMANGGISAN RAYA;-6.18805;106.7821;;
R26750;KEDAI SAVIDA BAROKAH;TKO;JL KEMANGGISAN UTAMA;-6.1881;106.7823;;
R26847;TOKO UTAMA RAYA;TKO;JL KEMANGGISAN RAYA;-6.18994;106.7926;;
R26910;TOKO AHMAD;TKO;JL KEMANGGISAN UTAMA;-6.19537;106.7865;;
R26923;KANTIN KOPI BANG ILHAM;KTS;JL KEMANGGISAN RAYA PALMERAH;-6.189838;106.7936;;
R26985;TOKO ALVIN;TKO;JL KS TUBUN PALMERAH;-6.189519;106.8015;;
R26998;TOKO ADEL;TKO;JL ANGSANA DALAM RT 3 RW 5;-6.196152;106.7807;;
R27024;TOKO AJI;TKO;JL KEBON JERUK RAYA;-6.200123;106.7835;;
R27117;TOKO BERKAH LARIS;TKO;JL KEMANGGISAN PINGGIR KALI;-6.198664;106.7938;;
R27123;TOKO AMRIL;TKO;JL MELATI PUTIH PALMERAH;-6.192249;106.7919;;
