kode_existing;nama_toko;brand_kompetitor;alamat;lat;lng;sumber_data;catatan
R27124;TOKO VINA;TKO;JL MELATI PUTIH PALMERAH;-6.19371;106.7919;;
R27173;WARUNG ITA;TKO;JL ORI KOTA BAMBU UTARA;-6.187298;106.8068;;
R27412;TOKO SANJAYA 1;TKO;JL PETAMBURAN 4 PALMERAH;-6.197105;106.7893;;
R28151;TK CAHAYA JAYA;TKO;JL KOTA BAMBU UTARA;-6.183237;106.8084;;
R28336;WR MASAGENAE;TKO;JL INSPEKSI TANGGUL;-6.17593;106.8068;;
R28378;TK HIKMAH JAYA;TKO;JL KOTA BAMBU UTARA;-6.184691;106.8028;;
R28394;TK MERRY SEMBAKO;TKO;JL JATIBARU RAYA;-6.186584;106.808;;
R28398;DRP ROMI;TKO;JL KS TUBUN IV;-6.197489;106.7998;;
R28402;DRP ALBY;TKO;JL WII SLIPI;-6.195837;106.8025;;
R28458;TK SEMBAKO ABAH 2;TKO;JL JATIBARU RAYA;-6.186527;106.8083;;
R28466;TK FARHAN ABI;TKO;JL G2 SLIPI;-6.191516;106.8011;;
R28497;WR SEMBAKO MEGA MADURA;TKO;JL KEBON JERUK RAYA;-6.198433;106.7847;;
R28553;TK MDR BERKAH BUDI;TKO;JL BUDI RAYA;-6.189028;106.7831;;
R28581;TK LARAS;TKO;JL DELIMA;-6.178612;106.8066;;
R28609;TK MDR RIO;TKO;JL KOTABAMBU SEL 5;-6.185376;106.8017;;
R28686;TK BARKAS CENTER;TKO;JL KEMANGGISAN PULO;-6.204147;106.7923;;
R28768;WR SEMBAKO MIZA;TKO;JL SAWO 3;-6.180662;106.8077;;
R28774;TK GEMILANG JAKBAR;TKO;JL KOTA BAMBU RAYA;-6.186012;106.8063;;
R29387;MDR RIKO;TKO;JL KOTA BAMBU UTARA VI;-6.183812;106.8051;;
R29419;TK HIDAYAH;TKO;JL KOTA BAMBU;-6.182221;106.8056;;
R29424;TK RIZA;TKO;JL KOTA BAMBU;-6.184092;106.8055;;
R30821;SRC PUTRA ADAM;TKO;JL KOTA BAMBU;-6.18589;106.805;;
R31322;TOKO ALIKA;TKO;JL.BHAKTI IV;-6.190907;106.7843;;
R31524;TK BAROKAH 03 AWANG;TKO;JL RAYA KEBON JERUK;-6.199327;106.7877;;
R31579;DRP MDR JAYA;TKO;JL U RAYA RABEL;-6.202;106.7837;;
R31581;DRP 2 PUTRA;TKO;JL PALMERAH BARAT IV;-6.203974;106.7917;;
R31586;TK INDRA;TKO;JL PALMERAH BARAT IV;-6.20483;106.7847;;
R31658;TK BUGIS;TKO;JL KEMANGGISAN PULO;-6.199734;106.7911;;
R31771;TK NANANG 2;TKO;JL KEMANGGISAN;-6.19825;106.7823;;
R32612;DRP ALFA;TKO;JL SANDANG;-6.201814;106.7872;;
R32614;TK SEMBAKO NABILA 66;TKO;JL SANDANG;-6.202113;106.7866;;
R32615;DRP PRAPATAN;TKO;JL SANDANG;-6.202019;106.7866;;
R32762;TK HIJAU PAK KUMIS;TKO;JL SEMANGKA 3;-6.180642;106.8072;;
R32829;SRC BERKAT;TKO;JL KOTA BAMBU UTARA 1;-6.184123;106.8083;;
R33007;DRP SUMBER JAYA;TKO;JL KYAI H SYAHDAN;-6.200212;106.784;;
R33124;DRP AISYAH;TKO;JL KOTA BAMBU;-6.182463;106.8061;;
R33131;TK MDR BERKAH;TKO;JL KOTA BAMBU;-6.183448;106.8071;;
R33200;SRC APRIYANI;TKO;JL KEMANGGISAN PULO;-6.198905;106.7914;;
R33568;MDR FARIZI;TKO;JL KOTA BAMBU;-6.183834;106.8072;;
R33950;KPP WAFI JAYA;TKO;JL KEMANGGISAN;-6.198473;106.7919;;
R34083;MDR DZAKI;TKO;JL KOTA BAMBU;-6.189004;106.8017;;
R34096;WR MUTIARA;TKO;JL SEMANGKA 2;-6.183238;106.8084;;
R34122;WR BERKAH ABADI;TKO;JL ANGGREK NELI;-6.198238;106.7964;;
R34220;TK CUT;TKO;JL JERUKMANIS;-6.188906;106.808;;
R34226;MDR ALHIKMAH;TKO;JL SALAM RAYA;-6.185373;106.8021;;
R34487;SUMBER BAROKAH MD 2;TKO;JL. ANGSANA;-6.196152;106.7807;;
R34620;MADURA REY;TKO;JL. RAWA BELONG;-6.199552;106.7824;;
R34621;TOKO BILAL MADURA;TKO;JL. RAWA BELONG;-6.197739;106.7832;;
R34743;TOKO BILI;TKO;JL. H SENIN;-6.203061;106.7828;;
R35198;TOKO SURYANI;TKO;JL JOGLO RAYA;-6.201878;106.7872;;
R36291;Toko Aan;TKO;Jl.Kemandoran Pluis No.26;-6.1593614;106.6875274;;
R36311;Waroeng Raras;RTL;Jl.Kemandoran 8 Rt 09 rw 013;-6.2140325;106.7863134;;
R9723;WARUNG NANA;TKO;ANGGREK GARUDA RAYA NO 24;-6.194586;106.795;;
RR30969;TK RIZIQ JAKBAR;WRG;Kemandoran;-6.2121342;106.7931479;;
RR8778;TOKO ANUGRAH;TKO;JL RAWA BELONG;-6.198433;106.7847;;
RR9247;TOKO IRENE;TKO;JL H. SAILI;-6.191634;106.792;;
RRR9247;TOKO IRENE;TKO;JL KEMANGGISAN;-6.191773;106.7927;;
32531;TOKO MAMA FEBY;TKO;JL. KINCIT RAYA;-6.147046;106.7311;;
R11076;TOKO ELI;TKO;JL BINA SERASIH NO 5;-6.14131;106.7178;;
R11079;MEKA;TKO;JL BINA SERASIH NO 20;-6.141276;106.7177;;
R11082;UCOK;TKO;JL BINA SERASIH NO 35;-6.141316;106.7178;;
R11345;TOKO SANTIKA;TKO;JL ROYALE BOULEVARD NO 22;-6.150189;106.7184;;
R11408;TOKO ILHAM 1;TKO;JL KP DURI;-6.117756;106.7106;;
R11530;TOKO BANG UDIN;TKO;JL. UKIR 1;-6.15163;106.7445;;
R12790;TOKO KURNIATI;TKO;KAPUK;-6.135847;106.7522;;
R12791;TOKO MARDI;TKO;KAPUK;-6.137514;106.7516;;
R12795;TOKO NASABA;TKO;KAPUK PULO;-6.148396;106.7481;;
R12797;TOKO RAHMAT;TKO;KAPUK;-6.137832;106.7558;;
R12803;TOKO BENI;TKO;BANGUN NUSA;-6.151321;106.7309;;
R13287;WR REHAN;TKO;JL CENGAKRENG;-6.1491171;106.7182173;;
R13288;WR INTAN;TKO;JL CENGKARENG;-6.149039;106.7181966;;
R13291;WR HAMDAN;TKO;JL CENGKARENG;-6.149358;106.7184;;
R13294;WR RAHMAT;TKO;JK CENGKARENG;-6.147386;106.7398;;
R13296;WR FORTUNA;TKO;JL CENGKARENG;-6.147344;106.7401;;
R13504;TOKO ALIFQ CLARA;TKO;JL GARUDA;-6.149475;106.7354;;
R13869;TOKO ALYA;TKO;JL JAMBU AER NO 80;-6.140072;106.7181;;
R13870;TOKO CACA;TKO;JL JAMBU AER NO 91;-6.139992;106.7181;;
R13873;MUHAINI MADURA;TKO;JL JAMBU AE NO 132;-6.140612;106.7195;;
R13874;ANAH;TKO;JL JAMBU AER 135;-6.140588;106.7196;;
R13876;TOKO TAN;TKO;JLN JAMBU AER NO 60;-6.140873;106.7206;;
R13877;SANI;TKO;JL JAMBU AER 32;-6.14089;106.7207;;
R14351;KANTIN MEYMEY;KTS;JL TAMAN PALEM LESTARI;-6.152109;106.7391;;
R15162;TOKO AHMAD;TKO;JL BAMBU LARANGAN NO 203;-6.14192;106.7228;;
R15166;TOKO RISA;TKO;JL BAMBU LARANGAN NO 51;-6.141822;106.7227;;
R15169;MADURA BERKAH;TKO;JL KEBON JERUK NO 20;-6.143262;106.7246;;
R15170;TOKO ADI;TKO;JL PREPEDAN DALAM NO 3;-6.142944;106.7244;;
R15174;YUKA;TKO;JL RW BENGKEL NO 101;-6.142821;106.7236;;
R15175;ANISAH;TKO;JL RW BENGKEL NO 151;-6.143312;106.7243;;
R15183;WARUNG TINA;TKO;JL RW BENGKEL NO 81;-6.142446;106.7243;;
R15185;WARUNG WAHYU;TKO;JL RW BENGKEL NO 91;-6.142439;106.7245;;
R15192;WARUNG OMAH;TKO;JL RW BENGKEL NO 101;-6.142402;106.7245;;
R15193;WARUNG BUDE;TKO;JL RW BENGKEL NO 115;-6.142423;106.7244;;
R16300;WARUNG KARTI;TKO;JL.JEMPA;-6.152327;106.7475;;
R16339;TOKO CACA;TKO;JL JAMBU AER NO 91;-6.151515;106.7186;;
R16910;MUKLIS MADURA;TKO;JL.UKIR 1;-6.151766;106.7449;;
R16972;MADURA BERKAH 3;TKO;JL.JATI RAYA;-6.145673;106.7391;;
R17141;WR BARU BERKAH;TKO;JLN TAMAN DAAN MOGOT;-6.151526;106.7197;;
R17144;WR SARBAINI;TKO;TANJUNG DUREN UTARA 5;-6.152307;106.7188;;
R20967;TOKO TAMA;TKO;JAKARTA BARAT;-6.147394;106.7196;;
R20971;TOKO LENI;TKO;JAKARTA BARAT;-6.147007;106.7213;;
R20976;TOKO TEDUH;TKO;JAKARTA BARAT;-6.140598;106.7198;;
R20985;TOKO CEAM;TKO;JAKARTA BARAT;-6.150551;106.7365;;
R20990;TOKO RAHMAT;TKO;JAKARTA BARAT;-6.147449;106.7398;;
R20991;TOKO RIFKI;TKO;JAKARTA BARAT;-6.148087;106.7401;;
R21060;ERLINA JAYA;TKO;JAKARTA BARAT;-6.12164;106.7298;;
R22368;WR MELI;TKO;JL BINA SERASIH NO 10;-6.141221;106.7177;;
R22721;WARUNG EKA;TKO;JL. UKIR 1 NO 209 RT 04 RW 6 KAPUK;-6.151576;106.7437;;
R23240;WARUNG RINA;TKO;JL. JEMPA NO 3 RT 5 RW 13 KAPUK;-6.1521;106.7459;;
R23246;WARUNG JAKA;TKO;JL. UKIR RAYA BLOK SAHABAT RT 9 RW 13;-6.15182;106.7419;;
R23484;KANTIN SDN 05 CENGKARENG BARAT;KTS;JL. UTAMA RT 9 RW 2 CENGKARENG BARAT;-6.150391;106.7235;;
R23493;SDN 01 CENGKARENG BARAT;TKO;JL. UTAMA RT 9 RW 2;-6.15005;106.7239;;
R23502;SDN 03 CENGKARENG BARAT;TKO;JL. UTAMA RAYA RT 9 RW 2;-6.150476;106.7237;;
R23562;KANTIN SDN 10 CENGKARENG TIMUR;KTS;JL. NURUL AMAL RT 9 RW 4 CENGKARENG TIMUR;-6.146945;106.7331;;
R23570;KOPERASI SDN 10 PAGI CENGKARENG TIMUR;TKO;JL. NURUL AMAL RT 9 RW 4 CENGKARENG TIMUR;-6.14718;106.7331;;
R23575;KANTIN SDN 12 CENGKARENG TIMUR;KTS;JL. NURUL AMAL 15 RT 12 RW 5;-6.146847;106.7332;;
R23832;WARUNG AMIR;TKO;JLN.KAYU BESAR DALAM;-6.12796;106.7363;;
R23837;ALYA SEMBAKO;TKO;JLN.KAYU BESAR DALAM;-6.1278;106.7361;;
R23889;WARUNG MADURA SIRUL WAWAN;TKO;JLN.KAYU BESAR DALAM;-6.125648;106.734;;
R23891;TOKO RISKIYA;TKO;JLN.KAYU BESAR DALAM;-6.124955;106.7335;;
R23894;WARUNG BERKAH;TKO;JLN.KAYU BESAR DALAM;-6.124296;106.7332;;
R23897;WARUNG ABAH DALI;TKO;JLN.KAYU BESAR DALAM;-6.123911;106.7327;;
R23898;WARUNG RIAN;TKO;JL. GUNUNG GALUNGGUNG RT 1 RW 10 CENGTIM;-6.151839;106.7427;;
R23900;MADURA ADZAM;TKO;JLN.KAYU BESAR DALAM;-6.123598;106.7325;;
R23902;WARUNG IBU DARTI;TKO;JL. FAJAR BARU UTARA RT 7 RW 8 CENGKTIM;-6.14522;106.7325;;
R23904;WARUNG LILI;TKO;JLN.KAPUK RAYA DALAM;-6.123497;106.7326;;
R23909;WARUNG IDRIS;TKO;JLN.KAPUK RAYA DALAM;-6.123351;106.7321;;
R23911;MADURA ROMLI;TKO;JLN.KAPUK RAYA DALAM;-6.122882;106.7317;;
R24282;AINUN;TKO;JL GAGA RAWA KOMPENI;-6.1036285;106.6929288;;
R24396;TOKO BUDHE;TKO;JLN.UKIR RAYA;-6.152328;106.7467;;
R24436;WARUNG KASBY;TKO;JLN.BANGUN NUSA RAYA;-6.152275;106.7398;;
R24501;WARUNG RAMA;TKO;JL. BANGUN NUSA RAYA CENGKARENG TIMUR;-6.151647;106.7347;;
R24505;WARUNG INDRA;TKO;JL. PELITA CENGKARENG TIMUR;-6.152154;106.7334;;
R24512;WARUNG ANISA;TKO;JL. PELITA CENGKARENG TIMUR;-6.152973;106.7333;;
R24515;WARUNG BUL IJAH;TKO;JL. SEJAHTERA CENGKARENG TIMUR;-6.152527;106.7321;;
R24519;WARUNG EVI;TKO;JL. SEJAHTERA CENGKARENG TIMUR;-6.15247;106.7318;;
R24563;WARUNG FANI JAYA;TKO;JLN.BANGUN NUSA RAYA;-6.152168;106.7398;;
R24578;WARUNG AMIRA;TKO;JLN. BANGUN NUSA RAYA;-6.15195;106.7398;;
R24602;MAMA AZAM;TKO;JL. SETIA CENGKARENG TIMUR;-6.153121;106.7321;;
R24603;WR ALDI;TKO;JL. SEJAHTERA CENGKARENG TIMUR;-6.152764;106.7326;;
R24605;WR ARSYA;TKO;JL. PELITA CENGKARENG TIMUR;-6.153003;106.7332;;
R24649;WR MADURA 1;TKO;JL. DAAN MOGOT CENGKARENG;-6.152109;106.7391;;
R24653;WARUNG ANITA;TKO;JL. DAAN MOGOT CENGKARENG TIMUR;-6.152147;106.7395;;
R24657;WARUNG RATIH;TKO;JL. UKIR RAYA CENGKARENG TIMUR;-6.151736;106.7408;;
R24668;WARUNG ENDANG;TKO;JL. UKIR RAYA CENGKARENG TIMUR;-6.15166;106.7422;;
R24850;MADURA SANTI;TKO;JALAN CENGKARENG INDAH;-6.146619;106.7463;;
R24885;WARUNG ADIS;TKO;JL. JATI KAPUK CENGKARENG;-6.14647;106.7379;;
R24889;WARUNG MEKAR;TKO;JL. FAJAR BARU CENGKARENG;-6.14688;106.7364;;
R24952;WARUNG ROHMAN;TKO;JLN.JATI;-6.146171;106.7386;;
R24954;WARUNG KORI;TKO;JLN.JATI;-6.146088;106.7387;;
R24960;WARUNG BU ROS;TKO;JLN.BOTO PUTIH;-6.146012;106.7383;;
R24965;WARUNG BATAK;TKO;JLN.JATI;-6.145986;106.738;;
R24983;WARUNG PAK HJ AMIN;TKO;JLN.JATI;-6.146535;106.7377;;
R24994;WARUNG RAFAEL;TKO;JLN.JATI RAYA;-6.146664;106.7367;;
R24996;TOKO RIZKY;TKO;JLN.JATI;-6.146359;106.7366;;
R25000;WARUNG HASBI;TKO;JLN.FAJAR BARU UTAMA;-6.146132;106.7368;;
R25004;WARUNG MAK JONAH;TKO;JLN.FAJAR RAYA UTAMA;-6.146011;106.7365;;
R25006;WARUNG INDAH;TKO;JLN.JATI;-6.146016;106.7365;;
R25013;WARUNG HARIS;TKO;JLN.KP UTAN BAHAGIA;-6.14598;106.7363;;
R25016;WARUNG IBU NUNUNG;TKO;JLN.FAJAR BARU UTAMA;-6.145997;106.7358;;
R25020;WARUNG IBU ANIK;TKO;JLN.FAJAR RAYA UTARA;-6.146152;106.736;;
R25026;WARUNG NARTO;TKO;JLN.FAJAR RAYA UTARA;-6.145939;106.7349;;
R25288;WARUNG YANTI;TKO;JL. PENDONGKELAN CENGKARENG TIMUR;-6.151977;106.742;;
R25290;WR PULUNGAN;TKO;JL. PENDONGKELAN CENGKARENG TIMUR;-6.151987;106.742;;
R25330;WARUNG LAFA;TKO;JLN.FAJAR BARU UTAMA;-6.146539;106.7297;;
R25335;WARUNG FIRMAN;TKO;JLN.KINCIR RAYA;-6.153326;106.7315;;
R25338;WARUNG ABDUL MUHID;TKO;JLN.KINCIR RAYQ;-6.153326;106.7315;;
R25345;WARUNG TANPOS;TKO;JLN.KINCIR RAYA;-6.152328;106.7467;;
R25347;WARUNG PAK OGET;TKO;JLN.KINCIR RAYA;-6.152275;106.7398;;
R25355;WARUNG OM;TKO;JLN.KINCIR RAYA;-6.152147;106.7395;;
R25357;WARUNG BUK YATMI;TKO;JLN.KINCIR RAYA;-6.152127;106.7372;;
R25370;MADURA ILHAM;TKO;JLN.FAJAR BARU UTARA;-6.145673;106.7343;;
R25371;WARUNG IBU MUSERAH;TKO;JLN.FAJAR RAYA UTARA;-6.145571;106.7341;;
R25376;WR AYU;TKO;JL. BANGUN NUSA CENGKARENG TIMUR;-6.151522;106.7342;;
R25378;WARUNG AMANAH;TKO;JLN.FAJAR RAYA UTARA;-6.145611;106.7341;;
R25382;WARUNG WIWIT;TKO;JLN.KP UTAN BAHAGIA;-6.144301;106.7372;;
R25495;BUDE IDA;TKO;JALAN RUSUN PESAKIH;-6.149969;106.7177;;
R25500;ARIE DURI;TKO;JALAN TOMAT;-6.148845;106.72;;
R25508;WR KAMIL;TKO;JL MASJID NURUL HUDA;-6.152317;106.7306;;
R25541;ANNAJAH;TKO;JALAN KAPUK PULO SAMPING FANDIKA;-6.141814;106.7524;;
R25663;BAROKAH;TKO;JALAN JAYA 25;-6.13119;106.7265;;
R25709;ANDI MADURA;TKO;JL. JATI CENGKARENG;-6.147094;106.7382;;
R25710;WR NADIRA;TKO;JL. JATI CENGKARENG;-6.147109;106.7395;;
R25721;MADURA BERKAH;TKO;JL. ANGSANA CENGKARENG;-6.147254;106.7367;;
R25728;WR ANUGERAH;TKO;JL. UKIR 1 CENGKARENG;-6.151581;106.7423;;
R25810;WR EZRA;TKO;JL. BANGUN NUSA CENGKARENG;-6.152526;106.7317;;
R25815;WR NYAI;TKO;JL SEJAHTERA;-6.152806;106.7328;;
R25952;WR PAK USIN;TKO;JL. DAAN MOGOT CENGKARENG;-6.152169;106.737;;
R25956;WR LANCAR JAYA;TKO;JL DAAN MOGOT;-6.152051;106.7365;;
R25969;MADURA REVA 2;TKO;JLN.GUNUNG GALUNGGUNG;-6.15182;106.7419;;
R25975;WARUNG TIAS;TKO;JLN.GUNUNG GALUNGGUNG;-6.151987;106.742;;
R25980;WARUNG TABITA;TKO;JLN.GUNUNG GALUNGGUNG;-6.151581;106.7423;;
R25982;WR RAHMAT;TKO;JL. DAAN MOGOT;-6.151185;106.7294;;
R25984;WARUNG RIA;TKO;JLN.GUNUNG GALUNGGUNG;-6.152327;106.7475;;
R25988;WARUNG CS;TKO;JLN.GUNUNG GALUNGGUNG;-6.144123;106.736;;
R25994;WR DIKA;TKO;JL. DAAN MOGOT;-6.151198;106.7291;;
R25995;WR IKA;TKO;JL. DAAN MOGOT;-6.151258;106.7291;;
R26017;WARUNG MADURA ZIAN;TKO;JL UKIR 1 RT4 RW6;-6.151565;106.7434;;
R26026;WARUNG DONI;TKO;JL UKIR 1 RT4 RW6 NO 20;-6.151487;106.7435;;
R26034;TOKO BANG UDIN;TKO;JL UKIR 1 RT2 RW6 NO 80;-6.151664;106.7445;;
R26039;TOKO LINA;TKO;JLN.H.SAIDAN;-6.123682;106.7335;;
R26069;WR NANA;TKO;KAPUK;-6.149702;106.7371;;
R26071;WR LARIS;TKO;KAPUK;-6.148503;106.7389;;
R26095;WR ZARA;TKO;KAPUK;-6.149162;106.737;;
R26119;WR IBU AS;TKO;KAPUK;-6.149138;106.7377;;
R26169;ES DOR DOR;TKO;JALAN PELOPOR;-6.122495;106.7151;;
R26232;WR DAFA;TKO;CENGKARENG;-6.149054;106.7319;;
R26268;WR CINTA;TKO;CENGKARENG;-6.149399;106.7329;;
R26272;WR DANI;TKO;CENGKARENG;-6.149075;106.7331;;
R26275;WR AMINAH;TKO;CENGKARENG;-6.148016;106.7334;;
R26279;WR ANI;TKO;CENGKARENG;-6.147836;106.7333;;
R26283;WR ZAHRA;TKO;CENGKARENG;-6.147701;106.7335;;
R26286;WR NABILA;TKO;CENGKARENG;-6.147928;106.734;;
R26447;WARUNG IBU TITIK;TKO;JLN.PEDONGKELAN;-6.151736;106.7408;;
R26480;MADURA REVA 1;TKO;JLN.GALUNGGUNG;-6.144179;106.7376;;
R26482;WARUNG IBU YUYUN;TKO;JLN.FAJAR BARU UTARA;-6.146197;106.7345;;
R26484;WARUNG LELA;TKO;JLN.FAJAR BARU UTARA;-6.144938;106.7325;;
R26493;WARUNG WIDURI;TKO;JLN.PUSPA;-6.147051;106.7344;;
R26545;WARUNG IBU NUR;TKO;JLN.DAAN MOGOT;-6.152169;106.737;;
R26552;WARUNG PITA;TKO;JLN.UKIR 1;-6.151839;106.7427;;
R26674;MADURA RATNA;TKO;JALAN MELATI INDAH;-6.150129;106.7485;;
R28390;TOKO AIZ;TKO;JL. BANGUN NUSA RAYA;-6.152168;106.7398;;
R28519;MADURA 2;TKO;BANGUN NUSA;-6.152242;106.7398;;
R28520;WARUNG EGA;TKO;JL. BANGUN NUSA;-6.15212;106.7391;;
R28521;WARUNG SRI;TKO;JLN BANGUN NUSA;-6.152127;106.7372;;
R28999;2 SAUDARA;TKO;CENGKARENG RAWA BUAYA;-6.15247;106.7318;;
R29404;TOKO ATIKAH;TKO;JL. TRISULA;-6.126992;106.7188;;
R29498;TOKO MULIA ABADI;TKO;JL. KAYU BESAR PASAR NANGKA;-6.122037;106.7302;;
R29502;TOKO ARI & ANDIKA;TKO;JL. KAYU BESAR PASAR NANGKA;-6.121313;106.7296;;
R29509;TOKO RAMLAN;TKO;JL. KAYU BESAR - PASAR NANGKA;-6.150355;106.7239;;
R29672;TOKO ANDRIYAN JAYA;TKO;JL. KOMP. KEBERSIHAN;-6.127529;106.7205;;
R30083;TOKO TRIO;TKO;JL. KAYU BESAR PASAR NANGKA;-6.147921;106.7323;;
R30394;WARUNG FADLI JAYA;TKO;JL. PASAR NANGKA;-6.121081;106.7295;;
R31602;WR NUR;TKO;CENGKARENG TIMUR;-6.146019;106.7327;;
R31603;WR INDAH;TKO;CENGKARENG TIMUR;-6.146249;106.7327;;
R31604;WR JAZILA;TKO;CENGKARENG TIMUR;-6.149437;106.7321;;
R31606;WR JONI;TKO;CENGKARENG TIMUR;-6.149407;106.7321;;
R31665;TOKO SEMBAKO MAS AGUS;TKO;JL. JAYA RAYA;-6.126858;106.7238;;
R31692;WR NABIL;TKO;CENGKARENG TIMUR;-6.144134;106.7367;;
R31726;TOKO YUNAS;TKO;JL. MENVO;-6.126359;106.7189;;
R31734;MADURA BERKAH JAYA;TKO;JL. PRIMA DALAM;-6.125252;106.7159;;
R32018;TOKO FAIZ;TKO;JL. KAPUK RAYA GG. LAS;-6.138626;106.7607;;
R32404;BINTANG SAMUDRA;TKO;JL RAYA PREPEDAN;-6.107813;106.7026;;
R32450;MORO SENENG;TKO;JL. PULO HARAPAN INDAH;-6.132722;106.7293;;
R34409;PT PANCA TUNGGAL JAKARTA;TKO;JL LINGKUNGAN 3 GG LINGGA IX NOMOR 79;-6.1118752;106.7125061;;
R34500;WR BAROKAH JAYA;TKO;CENGKARENG TIMUR;-6.145496;106.7344;;
R34637;RUMAH SOSSIS;TKO;JL ALBASIA BLOCK A12 NO.7;-6.120407;106.7177;;
R34696;TOKO IYAN;TKO;JL.PELOPOR;-6.12241;106.7151;;
R34820;TOKO RIZKY;TKO;GG.SINAR;-6.140293;106.7641;;
R34941;TOKP BAGUS;TKO;PASAR CENGKARENG NO.6;-6.151827;106.729;;
R34977;TOKO FAKHRUL RIZKI;TKO;JL.FLAMBOYAN NO.89;-6.130927;106.7272;;
R34997;TOKO ACHONG;TKO;JL.H D JAYA;-6.132993;106.7442;;
R35032;WARUNG MASJI;TKO;JL.PUSPA 4;-6.149475;106.7354;;
R35043;TOKO ANEKA CIPTA;TKO;JL.KAPUK RAYA NO.41;-6.13743;106.759;;
R35063;TOKO ZADAN;TKO;JL.MENVO NO.45;-6.127045;106.7189;;
R35111;WARUNG GHAFI;TKO;JL.MESJID AL MUNAWAROH;-6.131646;106.7423;;
R35116;WARUNG LUKMAN JAYA;TKO;JL KAPUK PULO;-6.141172;106.7517;;
R35200;TOKO FERDI;TKO;JL.DOLAR;-6.143425;106.7467;;
R35212;TOKO YANTO;TKO;JL RUSUN FLAMBOYAN;-6.132075;106.7262;;
R35225;TOKO IBU NUR;TKO;JL RAWA BENGKEL;-6.143327;106.7272;;
R36296;warung sumber rejeki;WRG;tegal alur;-6.10729;106.7008183;;
R4822;SENTOSA INDO JAYA ( JAK-BAR );TKO;RUKO GOTONG ROYONG.,PSR CENGKARENG;-6.151438;106.7299;;
R5068;KANTIN SMP 249 IBU MAR (JAK-BAR);KTS;JL. JAYA 25 NO.41, RT.1/RW.10;-6.129769;106.7248;;
R6374;TOKO BILQIS;TKO;JL KOMPLEK KEBERSIHAN;-6.129435;106.719;;
R6608;TK YANTO;TKO;JL JAYA 25 RT 1 RW 10;-6.119314;106.7149;;
R8106;TOKO BAROKAH LUTFI;TKO;JL TEGAL ALUR;-6.1505369;106.7184765;;
R8109;TOKO IVAN;TKO;JL MENCENG RAYA;-6.122123;106.7166;;
R9161;TOKO FIRMAN;TKO;JALAN UTAN JATI NOMOR 18;-6.1042939;106.7083207;;
R9414;TOKO ANDI;TKO;JL. SUMOR BOR RAYA RT 004/RW 12 NO. 27;-6.1512896;106.7184041;;
R9761;MADURA ALI 1;TKO;SUMUR BOR NO 29;-6.152319;106.7187;;
RR10983;TOKO MASUD;TKO;JL RAWA BENGKEL;-6.141172;106.7517;;
RR25309;TOKO IWAN;TKO;JL.BANGUN NUSA 2;-6.150652;106.7304;;
RR26649;WARUNG ANNISA 2;TKO;JL SEKOLAH;-6.124247;106.7138;;
RR29406;MADURA AMIN;TKO;JL.TRISULA;-6.126773;106.7192;;
RR6144;TOKO VIVI;TKO;JL.SUMBAWA DALAM RT4 RW6;-6.125883;106.722;;
RR6391;TOKO H.DAHLAN;TKO;JL.KAMAL RAYA NO.8;-6.115315;106.7167;;
RR6604;KANTIN TATA MULIA KENCANA;KTS;PERUN TAMAN KENCANA BLOCK C1 NO.7;-6.126753;106.7279;;
RR9523;TK SINAR JAYA;TKO;JL.UTAMA III;-6.144733;106.7252;;
RRR34263;WR ABU;TKO;CENGKARENG;-6.150101;106.7456;;
23049;TOKO KANZA;TKO;JL.PAHLAWAN;-6.222398;106.7704;;
4880;TOKO SINAR CEMERLANG;TKO;GROGOL;-6.198822;106.7713;;
R16694;TK ADINDA;TKO;JL SASAK 1 NO 57 B SAMPING MASJID BAITURRAHMAN;-6.206639;106.7722;;
R17411;WR ASKHA;TKO;JLN ASPARAGUS;-6.210146;106.7749;;
R20490;TK NAKA;TKO;JL KEBON RAYA DEPAN SEKOLAH SD 011 DURI KEPA;-6.185865;106.7751;;
R21603;TOKO ZAKARIA;TKO;JL.H.ABDULAH SUKABUMI SELATAN;-6.221376;106.7728;;
R21771;TOKO AULIA;TKO;JL SASAK 2 KEBON JERUK;-6.205456;106.7709;;
R21838;TOKO SMBR REZEKI 2;TKO;JL PERUM GREEN GARDEN BLOK P POJOK, DEPAN POS KEAMANAN;-6.174256;106.7542;;
R22072;KEYSHA FOOD;TKO;JL DURI MAS 2 BLOK D NO 103;-6.17756;106.7714;;
R22140;TK JAYA MAKMUR;TKO;JL ADHI KARYA PEREMPATAN SEBELAH INDOMARET;-6.178808;106.7718;;
R22360;TK SUMBER MAKMUR JAYA;TKO;JL. EE GG. GOTONG ROYONG;-6.212033;106.7789;;
R24106;KEDAI KOPI ALVIN;TKO;JL LIAM NO 49 RT16 RW7 DURI KEPA KEBUN JERUK JAKARTA BARAT;-6.182518;106.7683;;
R24198;TOKO MALVIN;TKO;JL H USMAN NO 28 RT004 RW003 KEL KELAPA DUA KEC KEBON JERUK;-6.204486;106.7671;;
R24404;TOKO RIZKY BAROKAH;TKO;JL DURI MAS 7 TR7 RW 10;-6.179144;106.7704;;
R24474;TOKO RANI 2;TKO;JL H KELIK NO 8A RT 7 RW 8;-6.208551;106.769;;
R24499;TOKO BAROKAH JAYA;TKO;JL H KELIK NO 10 RT3 RW8 KLP DUA KBN JERUK JAKBAR;-6.210631;106.7692;;
